station,valid,lon,lat,drct,sped,gust_mph,peak_wind_gust_mph,peak_wind_drct,peak_wind_time
SPW,2020-08-31 21:50,-95.2101,43.1682,290.00,9.20,M,M,M,M
SPW,2020-08-31 21:53,-95.2101,43.1682,340.00,5.75,M,M,M,M
SPW,2020-08-31 21:55,-95.2101,43.1682,340.00,8.05,M,M,M,M
SPW,2020-08-31 22:00,-95.2101,43.1682,350.00,10.35,M,M,M,M
SPW,2020-08-31 22:05,-95.2101,43.1682,50.00,4.60,M,M,M,M
SPW,2020-08-31 22:15,-95.2101,43.1682,10.00,8.05,M,M,M,M
SPW,2020-08-31 22:20,-95.2101,43.1682,10.00,5.75,M,M,M,M
SPW,2020-08-31 22:25,-95.2101,43.1682,10.00,8.05,M,M,M,M
SPW,2020-08-31 22:30,-95.2101,43.1682,20.00,8.05,M,M,M,M
SPW,2020-08-31 22:35,-95.2101,43.1682,350.00,10.35,M,M,M,M
SPW,2020-08-31 22:40,-95.2101,43.1682,350.00,8.05,M,M,M,M
SPW,2020-08-31 22:45,-95.2101,43.1682,360.00,9.20,M,M,M,M
SPW,2020-08-31 22:50,-95.2101,43.1682,330.00,8.05,M,M,M,M
SPW,2020-08-31 22:53,-95.2101,43.1682,330.00,5.75,M,M,M,M
SPW,2020-08-31 22:55,-95.2101,43.1682,360.00,5.75,M,M,M,M
SPW,2020-08-31 23:05,-95.2101,43.1682,340.00,5.75,M,M,M,M
SPW,2020-08-31 23:10,-95.2101,43.1682,320.00,8.05,M,M,M,M
SPW,2020-08-31 23:15,-95.2101,43.1682,330.00,9.20,M,M,M,M
SPW,2020-08-31 23:20,-95.2101,43.1682,330.00,5.75,M,M,M,M
SPW,2020-08-31 23:25,-95.2101,43.1682,320.00,5.75,M,M,M,M
SPW,2020-08-31 23:40,-95.2101,43.1682,310.00,4.60,M,M,M,M
SPW,2020-08-31 23:45,-95.2101,43.1682,340.00,5.75,M,M,M,M
SPW,2020-08-31 23:50,-95.2101,43.1682,340.00,5.75,M,M,M,M
SPW,2020-08-31 23:53,-95.2101,43.1682,330.00,6.90,M,M,M,M
SPW,2020-09-01 00:00,-95.2101,43.1682,360.00,8.05,M,M,M,M
SPW,2020-09-01 00:05,-95.2101,43.1682,360.00,5.75,M,M,M,M
SPW,2020-09-01 00:10,-95.2101,43.1682,360.00,4.60,M,M,M,M
SPW,2020-09-01 00:20,-95.2101,43.1682,10.00,2.30,M,M,M,M
SPW,2020-09-01 00:25,-95.2101,43.1682,360.00,2.30,M,M,M,M
SPW,2020-09-01 00:35,-95.2101,43.1682,10.00,2.30,M,M,M,M
SPW,2020-09-01 00:45,-95.2101,43.1682,20.00,4.60,M,M,M,M
SPW,2020-09-01 00:50,-95.2101,43.1682,10.00,5.75,M,M,M,M
SPW,2020-09-01 00:53,-95.2101,43.1682,20.00,5.75,M,M,M,M
SPW,2020-09-01 00:55,-95.2101,43.1682,20.00,4.60,M,M,M,M
SPW,2020-09-01 01:00,-95.2101,43.1682,30.00,5.75,M,M,M,M
SPW,2020-09-01 01:05,-95.2101,43.1682,40.00,4.60,M,M,M,M
SPW,2020-09-01 01:10,-95.2101,43.1682,50.00,4.60,M,M,M,M
SPW,2020-09-01 01:15,-95.2101,43.1682,50.00,4.60,M,M,M,M
SPW,2020-09-01 01:20,-95.2101,43.1682,60.00,4.60,M,M,M,M
SPW,2020-09-01 01:30,-95.2101,43.1682,40.00,4.60,M,M,M,M
SPW,2020-09-01 01:40,-95.2101,43.1682,350.00,2.30,M,M,M,M
SPW,2020-09-01 01:45,-95.2101,43.1682,300.00,4.60,M,M,M,M
SPW,2020-09-01 01:50,-95.2101,43.1682,290.00,4.60,M,M,M,M
SPW,2020-09-01 01:53,-95.2101,43.1682,290.00,4.60,M,M,M,M
SPW,2020-09-01 01:55,-95.2101,43.1682,290.00,4.60,M,M,M,M
SPW,2020-09-01 02:05,-95.2101,43.1682,320.00,2.30,M,M,M,M
SPW,2020-09-01 02:10,-95.2101,43.1682,330.00,8.05,M,M,M,M
SPW,2020-09-01 02:15,-95.2101,43.1682,340.00,5.75,M,M,M,M
SPW,2020-09-01 02:25,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 02:30,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 02:35,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 02:40,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 02:45,-95.2101,43.1682,320.00,2.30,M,M,M,M
SPW,2020-09-01 02:50,-95.2101,43.1682,340.00,4.60,M,M,M,M
SPW,2020-09-01 02:53,-95.2101,43.1682,330.00,3.45,M,M,M,M
SPW,2020-09-01 02:55,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 03:00,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 03:05,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 03:10,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 03:15,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 03:20,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 03:30,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 03:35,-95.2101,43.1682,300.00,2.30,M,M,M,M
SPW,2020-09-01 03:40,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 03:45,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 03:50,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 03:53,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 03:55,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 04:00,-95.2101,43.1682,310.00,5.75,M,M,M,M
SPW,2020-09-01 04:10,-95.2101,43.1682,280.00,2.30,M,M,M,M
SPW,2020-09-01 04:15,-95.2101,43.1682,290.00,2.30,M,M,M,M
SPW,2020-09-01 04:20,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 04:25,-95.2101,43.1682,300.00,2.30,M,M,M,M
SPW,2020-09-01 04:30,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 04:35,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 04:40,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 04:45,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 04:50,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 04:53,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 04:55,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 05:00,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 05:05,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 05:10,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 05:15,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 05:20,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 05:25,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 05:35,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 05:50,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 05:53,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 05:55,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 06:00,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 06:05,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 06:10,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 06:15,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 06:20,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 06:25,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 06:30,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 06:40,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 06:45,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 06:50,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 06:53,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 07:00,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 07:05,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 07:10,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 07:15,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 07:25,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 07:30,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 07:40,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 07:50,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 07:53,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 07:55,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 08:05,-95.2101,43.1682,130.00,2.30,M,M,M,M
SPW,2020-09-01 08:10,-95.2101,43.1682,130.00,2.30,M,M,M,M
SPW,2020-09-01 08:15,-95.2101,43.1682,130.00,2.30,M,M,M,M
SPW,2020-09-01 08:20,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 08:25,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 08:30,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 08:40,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 08:45,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 08:50,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 08:53,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 08:55,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 09:00,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 09:05,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 09:10,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 09:15,-95.2101,43.1682,10.00,4.60,M,M,M,M
SPW,2020-09-01 09:25,-95.2101,43.1682,40.00,8.05,M,M,M,M
SPW,2020-09-01 09:30,-95.2101,43.1682,50.00,5.75,M,M,M,M
SPW,2020-09-01 09:35,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 09:45,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 09:50,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 09:53,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 10:00,-95.2101,43.1682,120.00,4.60,M,M,M,M
SPW,2020-09-01 10:05,-95.2101,43.1682,130.00,5.75,M,M,M,M
SPW,2020-09-01 10:10,-95.2101,43.1682,150.00,4.60,M,M,M,M
SPW,2020-09-01 10:20,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 10:25,-95.2101,43.1682,290.00,4.60,M,M,M,M
SPW,2020-09-01 10:35,-95.2101,43.1682,280.00,2.30,M,M,M,M
SPW,2020-09-01 10:40,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 10:45,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 10:50,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 10:53,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 10:55,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 11:00,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 11:10,-95.2101,43.1682,40.00,2.30,M,M,M,M
SPW,2020-09-01 11:15,-95.2101,43.1682,40.00,2.30,M,M,M,M
SPW,2020-09-01 11:20,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 11:30,-95.2101,43.1682,60.00,2.30,M,M,M,M
SPW,2020-09-01 11:35,-95.2101,43.1682,70.00,5.75,M,M,M,M
SPW,2020-09-01 11:40,-95.2101,43.1682,50.00,5.75,M,M,M,M
SPW,2020-09-01 11:50,-95.2101,43.1682,70.00,5.75,M,M,M,M
SPW,2020-09-01 11:53,-95.2101,43.1682,90.00,4.60,M,M,M,M
SPW,2020-09-01 11:55,-95.2101,43.1682,90.00,5.75,M,M,M,M
SPW,2020-09-01 12:00,-95.2101,43.1682,100.00,4.60,M,M,M,M
SPW,2020-09-01 12:05,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 12:15,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 12:20,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 12:25,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 12:35,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 12:40,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 12:45,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 12:50,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 12:53,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 12:55,-95.2101,43.1682,100.00,2.30,M,M,M,M
SPW,2020-09-01 13:00,-95.2101,43.1682,120.00,2.30,M,M,M,M
SPW,2020-09-01 13:05,-95.2101,43.1682,130.00,2.30,M,M,M,M
SPW,2020-09-01 13:15,-95.2101,43.1682,150.00,2.30,M,M,M,M
SPW,2020-09-01 13:20,-95.2101,43.1682,160.00,4.60,M,M,M,M
SPW,2020-09-01 13:25,-95.2101,43.1682,170.00,5.75,M,M,M,M
SPW,2020-09-01 13:35,-95.2101,43.1682,170.00,5.75,M,M,M,M
SPW,2020-09-01 13:40,-95.2101,43.1682,170.00,5.75,M,M,M,M
SPW,2020-09-01 13:45,-95.2101,43.1682,190.00,2.30,M,M,M,M
SPW,2020-09-01 13:50,-95.2101,43.1682,180.00,2.30,M,M,M,M
SPW,2020-09-01 13:53,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 14:00,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-01 14:05,-95.2101,43.1682,160.00,5.75,M,M,M,M
SPW,2020-09-01 14:10,-95.2101,43.1682,150.00,5.75,M,M,M,M
SPW,2020-09-01 14:15,-95.2101,43.1682,150.00,10.35,M,M,M,M
SPW,2020-09-01 14:20,-95.2101,43.1682,140.00,9.20,M,M,M,M
SPW,2020-09-01 14:25,-95.2101,43.1682,160.00,11.50,M,M,M,M
SPW,2020-09-01 14:30,-95.2101,43.1682,160.00,12.65,M,M,M,M
SPW,2020-09-01 14:40,-95.2101,43.1682,150.00,11.50,M,M,M,M
SPW,2020-09-01 14:45,-95.2101,43.1682,160.00,12.65,M,M,M,M
SPW,2020-09-01 14:50,-95.2101,43.1682,150.00,12.65,19.55,M,M,M
SPW,2020-09-01 14:53,-95.2101,43.1682,150.00,12.65,M,M,M,M
SPW,2020-09-01 14:55,-95.2101,43.1682,150.00,12.65,M,M,M,M
SPW,2020-09-01 15:05,-95.2101,43.1682,170.00,11.50,M,M,M,M
SPW,2020-09-01 15:10,-95.2101,43.1682,170.00,14.95,20.70,M,M,M
SPW,2020-09-01 15:15,-95.2101,43.1682,160.00,11.50,M,M,M,M
SPW,2020-09-01 15:25,-95.2101,43.1682,140.00,16.10,M,M,M,M
SPW,2020-09-01 15:30,-95.2101,43.1682,150.00,12.65,M,M,M,M
SPW,2020-09-01 15:35,-95.2101,43.1682,160.00,16.10,M,M,M,M
SPW,2020-09-01 15:40,-95.2101,43.1682,150.00,14.95,M,M,M,M
SPW,2020-09-01 15:45,-95.2101,43.1682,150.00,12.65,M,M,M,M
SPW,2020-09-01 15:50,-95.2101,43.1682,150.00,17.25,M,M,M,M
SPW,2020-09-01 15:53,-95.2101,43.1682,150.00,16.10,M,M,M,M
SPW,2020-09-01 15:55,-95.2101,43.1682,150.00,14.95,M,M,M,M
SPW,2020-09-01 16:00,-95.2101,43.1682,160.00,11.50,18.40,M,M,M
SPW,2020-09-01 16:05,-95.2101,43.1682,150.00,12.65,18.40,M,M,M
SPW,2020-09-01 16:10,-95.2101,43.1682,150.00,12.65,M,M,M,M
SPW,2020-09-01 16:15,-95.2101,43.1682,150.00,14.95,M,M,M,M
SPW,2020-09-01 16:20,-95.2101,43.1682,150.00,12.65,M,M,M,M
SPW,2020-09-01 16:25,-95.2101,43.1682,150.00,11.50,M,M,M,M
SPW,2020-09-01 16:35,-95.2101,43.1682,150.00,12.65,M,M,M,M
SPW,2020-09-01 16:45,-95.2101,43.1682,160.00,12.65,M,M,M,M
SPW,2020-09-01 16:53,-95.2101,43.1682,160.00,11.50,M,M,M,M
SPW,2020-09-01 16:55,-95.2101,43.1682,160.00,12.65,M,M,M,M
SPW,2020-09-01 17:00,-95.2101,43.1682,170.00,11.50,M,M,M,M
SPW,2020-09-01 17:10,-95.2101,43.1682,160.00,11.50,M,M,M,M
SPW,2020-09-01 17:15,-95.2101,43.1682,160.00,12.65,M,M,M,M
SPW,2020-09-01 17:20,-95.2101,43.1682,140.00,10.35,M,M,M,M
SPW,2020-09-01 17:45,-95.2101,43.1682,170.00,8.05,M,M,M,M
SPW,2020-09-01 17:50,-95.2101,43.1682,150.00,11.50,M,M,M,M
SPW,2020-09-01 17:53,-95.2101,43.1682,160.00,10.35,M,M,M,M
SPW,2020-09-01 18:00,-95.2101,43.1682,170.00,10.35,M,M,M,M
SPW,2020-09-01 18:05,-95.2101,43.1682,180.00,11.50,M,M,M,M
SPW,2020-09-01 18:10,-95.2101,43.1682,160.00,11.50,17.25,M,M,M
SPW,2020-09-01 18:20,-95.2101,43.1682,180.00,9.20,M,M,M,M
SPW,2020-09-01 18:25,-95.2101,43.1682,180.00,8.05,M,M,M,M
SPW,2020-09-01 18:30,-95.2101,43.1682,190.00,9.20,M,M,M,M
SPW,2020-09-01 18:35,-95.2101,43.1682,180.00,10.35,M,M,M,M
SPW,2020-09-01 18:40,-95.2101,43.1682,190.00,5.75,M,M,M,M
SPW,2020-09-01 18:45,-95.2101,43.1682,190.00,8.05,M,M,M,M
SPW,2020-09-01 18:50,-95.2101,43.1682,190.00,9.20,M,M,M,M
SPW,2020-09-01 18:53,-95.2101,43.1682,200.00,6.90,M,M,M,M
SPW,2020-09-01 19:00,-95.2101,43.1682,200.00,5.75,M,M,M,M
SPW,2020-09-01 19:05,-95.2101,43.1682,180.00,8.05,M,M,M,M
SPW,2020-09-01 19:10,-95.2101,43.1682,210.00,5.75,M,M,M,M
SPW,2020-09-01 19:20,-95.2101,43.1682,180.00,8.05,M,M,M,M
SPW,2020-09-01 19:25,-95.2101,43.1682,200.00,8.05,M,M,M,M
SPW,2020-09-01 19:30,-95.2101,43.1682,190.00,5.75,M,M,M,M
SPW,2020-09-01 19:35,-95.2101,43.1682,220.00,8.05,M,M,M,M
SPW,2020-09-01 19:40,-95.2101,43.1682,220.00,5.75,M,M,M,M
SPW,2020-09-01 19:45,-95.2101,43.1682,220.00,5.75,M,M,M,M
SPW,2020-09-01 19:50,-95.2101,43.1682,230.00,8.05,M,M,M,M
SPW,2020-09-01 19:53,-95.2101,43.1682,220.00,6.90,M,M,M,M
SPW,2020-09-01 19:55,-95.2101,43.1682,200.00,9.20,M,M,M,M
SPW,2020-09-01 20:00,-95.2101,43.1682,210.00,9.20,M,M,M,M
SPW,2020-09-01 20:05,-95.2101,43.1682,210.00,9.20,M,M,M,M
SPW,2020-09-01 20:15,-95.2101,43.1682,200.00,8.05,M,M,M,M
SPW,2020-09-01 20:20,-95.2101,43.1682,200.00,10.35,M,M,M,M
SPW,2020-09-01 20:25,-95.2101,43.1682,200.00,9.20,M,M,M,M
SPW,2020-09-01 20:30,-95.2101,43.1682,200.00,11.50,M,M,M,M
SPW,2020-09-01 20:35,-95.2101,43.1682,210.00,11.50,M,M,M,M
SPW,2020-09-01 20:40,-95.2101,43.1682,180.00,12.65,M,M,M,M
SPW,2020-09-01 20:45,-95.2101,43.1682,180.00,10.35,18.40,M,M,M
SPW,2020-09-01 20:53,-95.2101,43.1682,200.00,10.35,M,M,M,M
SPW,2020-09-01 20:55,-95.2101,43.1682,200.00,12.65,M,M,M,M
SPW,2020-09-01 21:00,-95.2101,43.1682,180.00,11.50,M,M,M,M
SPW,2020-09-01 21:05,-95.2101,43.1682,180.00,11.50,M,M,M,M
SPW,2020-09-01 21:10,-95.2101,43.1682,210.00,11.50,M,M,M,M
SPW,2020-09-01 21:15,-95.2101,43.1682,190.00,9.20,M,M,M,M
SPW,2020-09-01 21:20,-95.2101,43.1682,160.00,9.20,M,M,M,M
SPW,2020-09-01 21:25,-95.2101,43.1682,190.00,9.20,M,M,M,M
SPW,2020-09-01 21:30,-95.2101,43.1682,190.00,9.20,M,M,M,M
SPW,2020-09-01 21:35,-95.2101,43.1682,200.00,10.35,M,M,M,M
SPW,2020-09-01 21:40,-95.2101,43.1682,210.00,9.20,M,M,M,M
SPW,2020-09-01 21:45,-95.2101,43.1682,190.00,11.50,M,M,M,M
SPW,2020-09-01 21:50,-95.2101,43.1682,200.00,9.20,M,M,M,M
SPW,2020-09-01 21:53,-95.2101,43.1682,190.00,9.20,M,M,M,M
SPW,2020-09-01 21:55,-95.2101,43.1682,190.00,11.50,M,M,M,M
SPW,2020-09-01 22:00,-95.2101,43.1682,190.00,10.35,M,M,M,M
SPW,2020-09-01 22:05,-95.2101,43.1682,200.00,11.50,18.40,M,M,M
SPW,2020-09-01 22:10,-95.2101,43.1682,200.00,11.50,M,M,M,M
SPW,2020-09-01 22:15,-95.2101,43.1682,200.00,12.65,20.70,M,M,M
SPW,2020-09-01 22:20,-95.2101,43.1682,180.00,12.65,M,M,M,M
SPW,2020-09-01 22:25,-95.2101,43.1682,190.00,12.65,M,M,M,M
SPW,2020-09-01 22:30,-95.2101,43.1682,200.00,12.65,M,M,M,M
SPW,2020-09-01 22:35,-95.2101,43.1682,200.00,12.65,M,M,M,M
SPW,2020-09-01 22:40,-95.2101,43.1682,200.00,11.50,17.25,M,M,M
SPW,2020-09-01 22:45,-95.2101,43.1682,190.00,9.20,M,M,M,M
SPW,2020-09-01 22:53,-95.2101,43.1682,200.00,11.50,19.55,M,M,M
SPW,2020-09-01 22:55,-95.2101,43.1682,210.00,14.95,M,M,M,M
SPW,2020-09-01 23:05,-95.2101,43.1682,210.00,12.65,M,M,M,M
SPW,2020-09-01 23:10,-95.2101,43.1682,220.00,11.50,M,M,M,M
SPW,2020-09-01 23:20,-95.2101,43.1682,230.00,10.35,M,M,M,M
SPW,2020-09-01 23:30,-95.2101,43.1682,240.00,10.35,M,M,M,M
SPW,2020-09-01 23:40,-95.2101,43.1682,230.00,10.35,M,M,M,M
SPW,2020-09-01 23:45,-95.2101,43.1682,230.00,10.35,M,M,M,M
SPW,2020-09-01 23:50,-95.2101,43.1682,230.00,10.35,M,M,M,M
SPW,2020-09-01 23:53,-95.2101,43.1682,240.00,9.20,M,M,M,M
SPW,2020-09-02 00:00,-95.2101,43.1682,230.00,9.20,M,M,M,M
SPW,2020-09-02 00:05,-95.2101,43.1682,240.00,11.50,M,M,M,M
SPW,2020-09-02 00:10,-95.2101,43.1682,240.00,8.05,M,M,M,M
SPW,2020-09-02 00:20,-95.2101,43.1682,240.00,8.05,M,M,M,M
SPW,2020-09-02 00:25,-95.2101,43.1682,240.00,8.05,M,M,M,M
SPW,2020-09-02 00:35,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-02 00:40,-95.2101,43.1682,230.00,5.75,M,M,M,M
SPW,2020-09-02 00:50,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-02 00:53,-95.2101,43.1682,230.00,5.75,M,M,M,M
SPW,2020-09-02 00:55,-95.2101,43.1682,230.00,5.75,M,M,M,M
SPW,2020-09-02 01:00,-95.2101,43.1682,230.00,5.75,M,M,M,M
SPW,2020-09-02 01:10,-95.2101,43.1682,220.00,5.75,M,M,M,M
SPW,2020-09-02 01:15,-95.2101,43.1682,210.00,4.60,M,M,M,M
SPW,2020-09-02 01:20,-95.2101,43.1682,210.00,5.75,M,M,M,M
SPW,2020-09-02 01:25,-95.2101,43.1682,210.00,5.75,M,M,M,M
SPW,2020-09-02 01:30,-95.2101,43.1682,200.00,5.75,M,M,M,M
SPW,2020-09-02 01:35,-95.2101,43.1682,200.00,5.75,M,M,M,M
SPW,2020-09-02 01:45,-95.2101,43.1682,210.00,4.60,M,M,M,M
SPW,2020-09-02 01:50,-95.2101,43.1682,210.00,4.60,M,M,M,M
SPW,2020-09-02 01:53,-95.2101,43.1682,210.00,4.60,M,M,M,M
SPW,2020-09-02 01:55,-95.2101,43.1682,210.00,4.60,M,M,M,M
SPW,2020-09-02 02:00,-95.2101,43.1682,210.00,4.60,M,M,M,M
SPW,2020-09-02 02:05,-95.2101,43.1682,200.00,5.75,M,M,M,M
SPW,2020-09-02 02:10,-95.2101,43.1682,180.00,4.60,M,M,M,M
SPW,2020-09-02 02:15,-95.2101,43.1682,180.00,4.60,M,M,M,M
SPW,2020-09-02 02:20,-95.2101,43.1682,180.00,4.60,M,M,M,M
SPW,2020-09-02 02:25,-95.2101,43.1682,190.00,4.60,M,M,M,M
SPW,2020-09-02 02:30,-95.2101,43.1682,180.00,5.75,M,M,M,M
SPW,2020-09-02 02:35,-95.2101,43.1682,180.00,5.75,M,M,M,M
SPW,2020-09-02 02:40,-95.2101,43.1682,180.00,5.75,M,M,M,M
SPW,2020-09-02 02:45,-95.2101,43.1682,180.00,5.75,M,M,M,M
SPW,2020-09-02 02:50,-95.2101,43.1682,180.00,4.60,M,M,M,M
SPW,2020-09-02 02:53,-95.2101,43.1682,180.00,4.60,M,M,M,M
SPW,2020-09-02 02:55,-95.2101,43.1682,180.00,5.75,M,M,M,M
SPW,2020-09-02 03:00,-95.2101,43.1682,180.00,4.60,M,M,M,M
SPW,2020-09-02 03:05,-95.2101,43.1682,190.00,5.75,M,M,M,M
SPW,2020-09-02 03:15,-95.2101,43.1682,190.00,5.75,M,M,M,M
SPW,2020-09-02 03:20,-95.2101,43.1682,190.00,5.75,M,M,M,M
SPW,2020-09-02 03:25,-95.2101,43.1682,190.00,5.75,M,M,M,M
SPW,2020-09-02 03:35,-95.2101,43.1682,200.00,2.30,M,M,M,M
SPW,2020-09-02 03:40,-95.2101,43.1682,200.00,2.30,M,M,M,M
SPW,2020-09-02 03:45,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-02 03:50,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-02 03:53,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-02 03:55,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-02 04:00,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-02 04:05,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-02 04:10,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-02 04:15,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-02 04:20,-95.2101,43.1682,0.00,0.00,M,M,M,M
